Finished,ResponseId,UserLanguage,CF2,country,D1,D2,D2 CODINGS,D3,D3_13_TEXT,D7,D7_9_TEXT,Q59,Q59_13_TEXT,Q178,Q179,Q180,C3,C3_16_TEXT,C3_12_TEXT,Q182,Q182_23_TEXT,Q181,Q184,Q57,C4,C4 CODINGS,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_6,Q58_7,Q189,Q189_9_TEXT,Q191,Q191 CODINGS,Q192,Q192_9_TEXT,Q195,Q196,Q196_9_TEXT,Q198,Q199,Q199_9_TEXT,Q201,Q202,Q202_9_TEXT,Q204,Q205,Q205_9_TEXT,Q207,Q208_1,Q208_2,Q208_3,Q208_4,Q208_5,Q208_6,Q208_7,Q208_8,Q208_9,Q56_1,Q56_2,Q56_3,Q56_4,Q56_5,Q56_6,Q56_7,Q56_8,Q56_9,Q210,Q185,Q185_21_TEXT,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_9,C2_10,C2_11,C2_12,Q60,Q186_1,Q186_2,Q186_3,Q186_4,Q186_5,Q186_6,Q186_7,Q186_8,Q186_9,Q186_10,Q186_11,Q186_12,Q61
TRUE,78,EN,I agree to participate in the described study.,Australia,10,"Software development tools, travel ","['Transportation', 'Software']","Programmer,Researcher,Analyst",,"Web applications,Mobile applications,AI-intensive systems",,"Python,Java,JavaScript,SQL",,Yes,"4 - Very proficient: With time, I can almost always get the desired output for most tasks","Code Generation,Software Testing ,Code Documentation,Code Review","ChatGPT,AI-integrated IDE (e.g. Windsurf) (please specify),Others (please specify)",Copilot,Rovo Dev CLI,"Web interfaces,IDE plugins/extensions,Command line tools",,Multiple times daily,Significantly increased productivity,Yes,It helped me saved time from in-code and non-code documentation. Easy coding without using Stackoverflow,"['Information_lookup', 'Saves_time_or_boosts_productivity', 'Ask_AI_instead_of_web_search']",Use regularly,Use regularly,Use regularly,Heard of it but don't use,Use regularly,Heard of it but don't use,Use occasionally,"Example inputs and expected outputs,Specific libraries or frameworks to use,Performance or optimization requirements,Implementation alternatives to consider or avoid,Error handling expectations,Description of existing codebase architecture",,,,,,,"Code to be tested with specifications,Edge cases and expected behaviors,Test coverage goals and requirements,Examples of test cases (inputs-output mappings),Existing test suite examples,Mocking or dependency handling instructions",,,,,,"Code with functionality explanation,Target audience information and technical level,Examples of desired documentation style,Documentation format requirements,Existing documentation that needs updating",,,"Code to be reviewed with context,Project coding standards and guidelines,Security or compliance requirements,Performance expectations,Previous review feedback",,,Often,Often,Often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,Rarely,Sometimes,Sometimes,Sometimes,Rarely,2-3,"Setting up structural code (e.g. boilerplate, function headers, imports),Test creation and implementation (e.g. unit, integration, end-to-end test code),Code-level documentation (e.g. functions, classes, inline comments),Code quality evaluation (e.g. style, maintainability, complexity),Functional / performance assessment (e.g. efficiency, potential bugs, security vulnerabilities)",,Somewhat unreliable,Somewhat unreliable,,,Somewhat reliable,Somewhat reliable,,,Somewhat reliable,Somewhat reliable,Somewhat reliable,Somewhat unreliable,,Sometimes,Often,,,Often,Sometimes,,,Sometimes,Always,Often,Sometimes,
TRUE,79,EN,I agree to participate in the described study.,Germany,20,automotive,['Automotive'],"Programmer,Software Architect,Project Technical Lead,Project Manager",,"Web applications,Middleware,Libraries/frameworks",,"Java,JavaScript,Go",,Yes,"2 - Somewhat proficient: I find AI tools occasionally useful, but limited and unreliable","Code Refactoring,Software Testing ,Code Documentation","ChatGPT,Copilot",,,"IDE plugins/extensions,API integration with development pipelines",,Multiple times daily,Slightly increased productivity,Yes,It is having a partner to ideate and collaborate. But you need to always double check because there are new ways of doing the things and new version of frameworks and languages that are not part of the knowledge,"['Verification_of_AI_Generated_Code', 'Collaboration_or_ideation_partner']",Use occasionally,Never heard of it,Use occasionally,Never heard of it,Use occasionally,Use occasionally,Use occasionally,,,,,"The original code with explanatory comments,Unit tests demonstrating expected behavior,Examples of similar code you consider well-structured,Performance requirements or benchmarks",,,"Code to be tested with specifications,Mocking or dependency handling instructions,Environment setup requirements",,,,,,"Code with functionality explanation,Target audience information and technical level",,,,,,Sometimes,Often,Often,Rarely,Often,Sometimes,Rarely,Never,Never,Rarely,Often,Often,Often,Sometimes,Rarely,Sometimes,Rarely,Sometimes,4-6,"Optimizing existing code (e.g. performance improvements, reducing complexity),Standardizing and cleaning code (e.g. style improvements, naming conventions, removing duplication),Test creation and implementation (e.g. unit, integration, end-to-end test code),Project-level documentation (e.g. READMEs, architecture docs, API docs)",,,,Very unreliable,Somewhat unreliable,Somewhat reliable,Somewhat reliable,,,Somewhat reliable,Somewhat reliable,,,,,,Often,Often,Sometimes,Sometimes,,,Sometimes,Sometimes,,,
TRUE,80,EN,I agree to participate in the described study.,United States of America,1,Utilities ,"['Utilities', 'Systems']",Analyst,,Web applications,,"Python,JavaScript",,Yes,3 - Proficient: I can use AI to effectively assist in some way for most tasks,Code Generation,"ChatGPT,Claude,Gemini",,,Web interfaces,,Multiple times daily,Significantly increased productivity,Yes,AI tools have made software development significantly easier and accessible for me. ,['Reduces_coding_complexity'],Never heard of it,Use occasionally,Heard of it but don't use,Never heard of it,Never heard of it,Use occasionally,Never heard of it,"Example inputs and expected outputs,Target environment or deployment constraints",,,,,,,,,,,,,,,,,,,Often,Often,Sometimes,Rarely,Sometimes,Often,Rarely,Sometimes,Often,Often,Often,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,10+,"Designing software and code architectures (e.g. software design, architectural patterns)",,Unsure / Haven’t tried,Somewhat unreliable,,,,,,,,,,,,Sometimes,Sometimes,,,,,,,,,,,
TRUE,81,EN,I agree to participate in the described study.,Switzerland,7,"banking, healthcare, blockchain","['Healthcare', 'Banking', 'Blockchain']","Programmer,Software Architect,Consultant",,"Web applications,AI-intensive systems,Libraries/frameworks",,"Python,C#,JavaScript,SQL",,Yes,3 - Proficient: I can use AI to effectively assist in some way for most tasks,"Code Generation,Code Debugging,Code Documentation","Claude,Gemini,Copilot,AI-integrated IDE (e.g. Windsurf) (please specify)",Cline,,IDE plugins/extensions,,Multiple times daily,Slightly increased productivity,Yes,"Have to provide references (documentation, memory) to the agent to control hallucinations.",['Context to reduce hallucinations'],Use occasionally,Use occasionally,Use occasionally,Heard of it but don't use,Use regularly,Use regularly,Heard of it but don't use,"Specific libraries or frameworks to use,Error handling expectations,Description of existing codebase architecture,Desired code style and naming conventions,Others (please specify):",Memory bank,,,,,,,,,"Full error messages and stack traces,Related logs or console output,System architecture or component interactions",,,"Examples of desired documentation style,Domain-specific terminology guidelines,Existing documentation that needs updating,Project standards and conventions",,,,,,Sometimes,Often,Sometimes,Rarely,Often,Often,Rarely,Rarely,Rarely,Often,Often,Sometimes,Rarely,Often,Rarely,Rarely,Rarely,Often,4-6,"Designing software and code architectures (e.g. software design, architectural patterns),Setting up structural code (e.g. boilerplate, function headers, imports),Implementing new code components (e.g. includes creating data structures, writing functions),Issue diagnosis (e.g. understanding errors, identifying root causes),Bug fixing (e.g. resolving exceptions, fixing logical errors),Code-level documentation (e.g. functions, classes, inline comments),Project-level documentation (e.g. READMEs, architecture docs, API docs)",,Very unreliable,Somewhat reliable,,,,,Somewhat reliable,Somewhat reliable,Somewhat reliable,Somewhat unreliable,,,,Often,Sometimes,,,,,Often,Often,Often,Often,,,
TRUE,82,EN,I agree to participate in the described study.,United States of America,10,"Banking, healthcare, telecommunications, logistics, freelance / contract, W2, research, etc.","['Unclear', 'Healthcare', 'Logistics', 'Communication', 'Research', 'Banking']","Programmer,Tester,Software Architect,Project Technical Lead,Consultant,Researcher",,"Web applications,Mobile applications,Desktop applications,Middleware,AI-intensive systems",,"Python,JavaScript",,Yes,"4 - Very proficient: With time, I can almost always get the desired output for most tasks","Code Generation,Software Testing ,Code Debugging,Code Documentation,Code Review","ChatGPT,Copilot",,,"Web interfaces,IDE plugins/extensions",,Multiple times daily,Significantly increased productivity,Yes," - Preliminary research and ideating — sometimes short, sometimes lengthy ChatGPT sessions help me vet ideas and choose libraries and frameworks when I’m working in an area that is relatively new to me. For example, I just used ChatGPT to figure out a good way to develop a system centered around a graph database, and settled on a docker instance running neo4j. Sometimes these processes require merely describing my intentions and knowledge gaps and asking follow-up questions. On some occasions, when trying to vet a novel concept, it requires uploading pdfs, providing urls, and otherwise convincing ChatGPT that what I want to do makes logical sense.

 - I don’t manually write trivial constructions as much anymore. Instead I get copilot to do things like “loop over the results to create a map from record ids to <value>,” anything like that I usually turn to the assistant to write. I will then have to read the code, potentially modify it or ask for a revision, and run a few manual tests. The style of the generated code is important to me, so I might suggest briefly how I want the code to be implemented.

 - For config files and boilerplate for starting projects, I love using ChatGPT to draft an initial version. These things have always amounted to a process of copy+pasting from a reference and then modifying to suit. ChatGPT can usually give me something tailored from the get-go, and can explain all of the details as needed. A barrier to this is when working with proprietary, non-public frameworks that were not in the training data. For those I have to do the familiar earlier method.

- Error messages — I like to copy + paste error messages into ChatGPT. Especially when they relate to some underlying system or installation incompatibility. These are things I used to google about and search GitHub issues for tips around. ChatGPT usually has the relevant knowledge to explain these problems and suggest a fix. It saves a lot of the frustration around things that are ordinary matters to know about on the one-time basis and are apart from the code itself.

 - When unit testing in very large files with lots of mocks, I find that tools like copilot aren’t always as helpful. Something between the brittle nature of mutation assumptions in the mocks, the very large context windows of unit test files, and the relative uniqueness and newness of the unit test frameworks (maybe not much training data) means I still write a lot of unit tests myself. But once I have a few good examples of how a particular module’s unit tests should be, I can use those examples and specify a new case or cases to test, and then I can rapidly multiply my earlier efforts towards 100% coverage.

 - Refactoring is still something I do manually. And I do a lot of refactoring. I don’t like the prevailing style of Python programs (large functions, loops with lots of code in them, modules with lots of mutation), so I often find myself taking generated code and turning it into smaller functions. When working in JavaScript and TypeScript in an established code base, I use my own judgement to see where I can make smaller functions and smoothen things out. This might mean I don’t trust the models as much with organizing code for larger projects. I’m not sure how much this is due to my own bias, vs models not doing as well across multiple files, vs models not doing as well on messier code with complex logic.

- Manually refactoring generated large functions into smaller ones is a great way to test generated code logic. Sometimes it’s better to treat the generated code as a sketch that can be tested and massaged into working, rather than as something likely to be correct. Particularly with more algorithmic code.

 - When something isn’t working with code that is more algorithmic, I like to ask the LLM why it isn’t, with or without providing example outputs. This works well sometimes but not others.

 - Explanations - when some code is opaque, I will ask things like what it’s for, or I’ll start a comment explaining the code and get copilot to incrementally complete the comment. Sometimes this gives insight but it is almost never something I want to commit to the project without edits.","['Speed_up_testing', 'Challenging_outside_training_data', 'Project_configuration', 'Library_or_dependency_management', 'Code_generation', 'Ask_AI_instead_of_web_search', 'Saves_time_or_boosts_productivity', 'Choosing_software_components', 'Test_Case_Generation', 'Refactor_AI_generated_code', 'Iterative_prompting_process', 'Code_explanation', 'Write_boilerplate_code', 'Verification_of_AI_Generated_Code', 'Provide_a_starting_point', 'Collaboration_or_ideation_partner']",Use regularly,Use occasionally,Heard of it but don't use,Never heard of it,Use regularly,Heard of it but don't use,Never heard of it,"Example inputs and expected outputs,Specific libraries or frameworks to use,Implementation alternatives to consider or avoid,Target environment or deployment constraints,Description of existing codebase architecture,Desired code style and naming conventions",,,,,,,"Code to be tested with specifications,Edge cases and expected behaviors,Testing framework preferences and assertion styles,Existing test suite examples",,"I most often work iteratively, developing one test at a time for a specific scenario, or developing a few lines of code at a time. My prompts are most often designed for those small bite-sized tasks. Occasionally I will ask for a large amount of code at once, e.g. when I have an example unit test already written and want it duplicated for a series of other scenarios.","Full error messages and stack traces,Steps to reproduce the issue,Environment details and configurations,Related logs or console output,System architecture or component interactions,Screenshots or visual evidence of the issue",,"I usually go to ChatGPT or copilot when the errors involve something beyond the code itself. E.g. a system or environment issue. This is sometimes good at linking a long error output to obscure knowledge that requires a configuration or similar change. These sorts of outputs involve a lot of context, which I think confuses the systems somewhat, so I don’t expect the models to be as fluent with this process. Follow-up questions are usually needed",Target audience information and technical level,,"I usually write documentation myself. When I generate documentation for existing code, it’s with the goal of explaining what exists to me.",Code to be reviewed with context,,"I wouldn’t say I do code review with ai per se, rather that if I am working in a language I don’t know as well, I’ll ask how the code might be re—written to be more in the spirit of the language or to improve quality",Often,Often,Often,Often,Often,Often,Rarely,Often,Often,Often,Often,Sometimes,Often,Rarely,Often,Often,Often,Often,Unsure,"Designing software and code architectures (e.g. software design, architectural patterns),Setting up structural code (e.g. boilerplate, function headers, imports),Implementing new code components (e.g. includes creating data structures, writing functions),Test creation and implementation (e.g. unit, integration, end-to-end test code),Issue diagnosis (e.g. understanding errors, identifying root causes),Bug fixing (e.g. resolving exceptions, fixing logical errors),Others (please specify)",Background research — deep research is great for learning a lot about a new domain as it relates to a specific problem and ways to solve it,Very unreliable,Somewhat unreliable,,,Somewhat unreliable,Somewhat unreliable,Very unreliable,Somewhat reliable,Somewhat reliable,Unsure / Haven’t tried,Unsure / Haven’t tried,Unsure / Haven’t tried,Background research — somewhat reliable,Sometimes,Sometimes,,,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,"I’d point out that these questions’ answers are dependent on the situations in which I use the AI. I might be biased to use AI in two situations: if the code is trivial and therefore I expect it to give me something good or if the situation is difficult and I need the benefit of external information or examples.

I keep using AI not because the results are correct, but because they are useful. A sketch I can massage into what I need, or that I can iterate from, is worth a lot."
TRUE,83,EN,I agree to participate in the described study.,United States of America,35,"Gernomic, Healthcare, Law and enforcement, DoD, Commerical","['Law enforcement', 'Unclear', 'Healthcare', 'Genomic', 'Military / Defense']","Programmer,Tester,Software Architect,Project Technical Lead,IT Manager,Consultant,Educator",,"Web applications,Desktop applications,Middleware,Libraries/frameworks,Others (please specify)",Prediction using existing AI Models,"Python,C++,C,Java,C#,JavaScript,Basic,Pascal,SQL",,Yes,"2 - Somewhat proficient: I find AI tools occasionally useful, but limited and unreliable","Code Generation,Software Testing ,Code Documentation","ChatGPT,Gemini,Others (please specify)",,Deeplearning4j,"IDE plugins/extensions,Command line tools,Other (please specify):",REST APIs,A few times per week,Slightly increased productivity,Yes,"Code generation, auto-generate JUnit test classes, develop AI stock price predication via available AI models. Repeat execution of AI prediction based on multiple models for continue learning.","['Code_generation', 'Test_Case_Generation']",Never heard of it,Use occasionally,Never heard of it,Never heard of it,Never heard of it,Never heard of it,Never heard of it,"Example inputs and expected outputs,Specific libraries or frameworks to use,Error handling expectations,Desired code style and naming conventions",,,,,,,"Code to be tested with specifications,Testing framework preferences and assertion styles,Examples of test cases (inputs-output mappings),Mocking or dependency handling instructions",,I have explored to use AI to auto generate Unit tests by scanning and learning exiting code like classes and functions. This shall help developign Unit tests easily and improve test coverage and code quality.,,,,Other (please specify):,Design document,,,,,Often,Often,Often,Rarely,Often,Often,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Rarely,4-6,"Designing software and code architectures (e.g. software design, architectural patterns),Setting up structural code (e.g. boilerplate, function headers, imports),Implementing new code components (e.g. includes creating data structures, writing functions),Test creation and implementation (e.g. unit, integration, end-to-end test code),Code-level documentation (e.g. functions, classes, inline comments),Project-level documentation (e.g. READMEs, architecture docs, API docs)",,Somewhat reliable,Somewhat reliable,,,Somewhat unreliable,Somewhat unreliable,,,Somewhat reliable,Somewhat reliable,,,,Often,Rarely,,,Often,Often,,,Sometimes,Sometimes,,,
TRUE,84,EN,I agree to participate in the described study.,United States of America,10,chip design,['Chip Design'],"Programmer,Software Architect,Project Manager,Educator,Researcher",,"Web applications,Libraries/frameworks",,"JavaScript,Go",,Yes,"4 - Very proficient: With time, I can almost always get the desired output for most tasks","Code Generation,Code Refactoring,Software Testing ,Code Documentation,Code Review","ChatGPT,Claude,Copilot,AI-integrated IDE (e.g. Windsurf) (please specify),Others (please specify)",Copilot,GitHub Copilot PR review,"IDE plugins/extensions,Command line tools,API integration with development pipelines",,Multiple times daily,Significantly increased productivity,Yes,"Today, I rarely write code on my own. Instead, I tell AI what I want to do, and the AI will generate the code for me. ",['Code generation'],Use occasionally,Heard of it but don't use,Heard of it but don't use,Heard of it but don't use,Use regularly,Use occasionally,Use occasionally,"Example inputs and expected outputs,Specific libraries or frameworks to use,Performance or optimization requirements,Implementation alternatives to consider or avoid,Description of existing codebase architecture,Desired code style and naming conventions",,"There is no fixed prompting strategy. I would try to interact with AI as if I were interacting with a human. However, if I tried a few times and AI still cannot generate good code, I would write code on my own. ","['Give_up_after_AI_failures', 'Treat_AI_like_human']","Description of current issues and refactoring goals,Architectural constraints and style guidelines,Examples of similar code you consider well-structured,Code that should remain unchanged during refactoring,Specific refactoring patterns to apply",,,"Code to be tested with specifications,Testing framework preferences and assertion styles,Examples of test cases (inputs-output mappings),Existing test suite examples",,,,,,"Code with functionality explanation,Target audience information and technical level,Examples of desired documentation style",,,Code to be reviewed with context,,GitHub PR review does not need prompting.,Rarely,Often,Often,Rarely,Sometimes,Often,Rarely,Often,Rarely,Often,Often,Often,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,4-6,"Designing software and code architectures (e.g. software design, architectural patterns),Setting up structural code (e.g. boilerplate, function headers, imports),Implementing new code components (e.g. includes creating data structures, writing functions),Optimizing existing code (e.g. performance improvements, reducing complexity),Standardizing and cleaning code (e.g. style improvements, naming conventions, removing duplication),Test creation and implementation (e.g. unit, integration, end-to-end test code),Project-level documentation (e.g. READMEs, architecture docs, API docs)",,Very reliable,Very reliable,Somewhat reliable,Very unreliable,Somewhat reliable,Somewhat unreliable,,,Very reliable,Somewhat unreliable,Somewhat reliable,Somewhat unreliable,,Often,Always,Always,Always,Sometimes,Often,,,Rarely,Often,Sometimes,Rarely,
TRUE,85,EN,I agree to participate in the described study.,Chile,12,retail,['Retail'],"Programmer,Software Architect",,"Web applications,AI-intensive systems",,Java,,Yes,5 - Maximum proficiency: I can efficiently obtain desired output for any task,"Code Generation,Software Testing ,Code Review","ChatGPT,Copilot",,,"Web interfaces,IDE plugins/extensions,API integration with development pipelines",,Multiple times daily,Significantly increased productivity,No,,,Use occasionally,Never heard of it,Heard of it but don't use,Never heard of it,Use regularly,Use regularly,Heard of it but don't use,"Example inputs and expected outputs,Desired code style and naming conventions",,,,,,,"Code to be tested with specifications,Testing framework preferences and assertion styles,Test coverage goals and requirements,Existing test suite examples,Mocking or dependency handling instructions",,,,,,,,,Code to be reviewed with context,,,Rarely,Often,Never,Never,Sometimes,Often,Rarely,Rarely,Never,Often,Often,Sometimes,Never,Sometimes,Rarely,Often,Never,Rarely,2-3,"Implementing new code components (e.g. includes creating data structures, writing functions),Test creation and implementation (e.g. unit, integration, end-to-end test code),Test strategy and planning (e.g. test case design, edge case identification),Functional / performance assessment (e.g. efficiency, potential bugs, security vulnerabilities)",,Unsure / Haven’t tried,Somewhat unreliable,,,Somewhat reliable,Somewhat unreliable,,,,,Somewhat reliable,Unsure / Haven’t tried,,Sometimes,Sometimes,,,Rarely,Rarely,,,,,Never,Often,
TRUE,86,EN,I agree to participate in the described study.,Italy,4,Research in software engineering ,"['Software', 'Research']","Programmer,Researcher",,"Web applications,Mobile applications,Middleware,AI-intensive systems,Libraries/frameworks",,"Python,C,Java,JavaScript,SQL",,Yes,"4 - Very proficient: With time, I can almost always get the desired output for most tasks","Code Generation,Code Debugging,Code Documentation,Code Review","ChatGPT,Copilot",,,"Web interfaces,IDE plugins/extensions",,Multiple times daily,Slightly increased productivity,Yes,"Surely the use of integrated AI tools allows me to be much faster in writing code, thanks above all to the autocompletion of the code lines, which speeds up development and reduces repetitive work. In addition, I can get cleaner code, with fewer errors and redundancies, and often also better documented. Another great advantage is that these tools help me better predict and manage limit cases, increasing the overall quality of the software.","['More_clean_and_organized_code', 'More_documentation', 'Speed_up_coding', 'High-quality_code', 'Saves_time_or_boosts_productivity']",Use regularly,Use regularly,Use occasionally,Use occasionally,Use regularly,Use regularly,Use regularly,"Example inputs and expected outputs,Implementation alternatives to consider or avoid,Error handling expectations,Description of existing codebase architecture",,,,,,,,,,"Full error messages and stack traces,Previously attempted solutions,Related logs or console output",,,"Code with functionality explanation,Existing documentation that needs updating,Usage examples and scenarios",,,"Code to be reviewed with context,Security or compliance requirements,Description of feature or fix purpose,Related system components or dependencies,Common pitfalls in this domain or codebase",,,Sometimes,Often,Often,Sometimes,Often,Often,Sometimes,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Often,Often,Sometimes,Unsure,"Implementing new code components (e.g. includes creating data structures, writing functions),Issue diagnosis (e.g. understanding errors, identifying root causes),Bug fixing (e.g. resolving exceptions, fixing logical errors),Code-level documentation (e.g. functions, classes, inline comments),Project-level documentation (e.g. READMEs, architecture docs, API docs),Functional / performance assessment (e.g. efficiency, potential bugs, security vulnerabilities)",,Somewhat unreliable,Somewhat reliable,,,,,Somewhat reliable,Somewhat reliable,Somewhat unreliable,Very reliable,Unsure / Haven’t tried,Unsure / Haven’t tried,,Sometimes,Often,,,,,Often,Often,Sometimes,Often,Sometimes,Rarely,
TRUE,87,EN,I agree to participate in the described study.,United States of America,4,Technology ,['Technology'],"Programmer,Researcher",,"AI-intensive systems,Development tools (compilers, programming languages, etc.),Libraries/frameworks",,"Python,C++",,Yes,"4 - Very proficient: With time, I can almost always get the desired output for most tasks","Code Generation,Code Debugging,Code Documentation,Code Review",Gemini,,,"Web interfaces,IDE plugins/extensions",,Multiple times daily,Slightly increased productivity,Yes,"With the use of AI tools, I am able to learn new functions/modules in a library more quickly than before. I usually describe a task/problem using natural language, and use the library that is recommended by AI.","['APIs_easier_to_use', 'Library_or_dependency_management', 'Choosing_software_components', 'Learn_new_things']",Use regularly,Never heard of it,Use occasionally,Use occasionally,Use regularly,Use regularly,Heard of it but don't use,"Example inputs and expected outputs,Specific libraries or frameworks to use",,,,,,,,,,"Full error messages and stack traces,Related logs or console output",,,Code with functionality explanation,,,"Code to be reviewed with context,Performance expectations",,,Often,Sometimes,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Sometimes,Often,Often,Sometimes,Often,Rarely,Rarely,Rarely,Rarely,2-3,"Implementing new code components (e.g. includes creating data structures, writing functions),Bug fixing (e.g. resolving exceptions, fixing logical errors),Code-level documentation (e.g. functions, classes, inline comments)",,Somewhat reliable,Unsure / Haven’t tried,,,,,Unsure / Haven’t tried,Unsure / Haven’t tried,Somewhat reliable,Somewhat reliable,Very reliable,Unsure / Haven’t tried,,Often,Sometimes,,,,,Often,Sometimes,Sometimes,Rarely,Sometimes,Never,
TRUE,88,EN,I agree to participate in the described study.,Colombia,13,"Fiduciary, Financial, National Police and Interpol, Telecommunications, Workforce Management, and International Insurance Services.","['Law enforcement', 'Communication', 'Management', 'Insurance', 'Finance']","Programmer,Tester,Software Architect,Project Technical Lead,Project Manager,Consultant,Researcher,Analyst,Other (please specify)",Cofounder,"Web applications,Mobile applications,Desktop applications,Middleware",,"Python,C++,Java,JavaScript,SQL,Others (please specify)","R, PLSQL",Yes,5 - Maximum proficiency: I can efficiently obtain desired output for any task,"Code Generation,Code Refactoring,Software Testing ,Code Debugging,Code Documentation,Code Review","ChatGPT,Copilot,AI-integrated IDE (e.g. Windsurf) (please specify),Others (please specify)",n.a.,n.a.,"Web interfaces,IDE plugins/extensions,Other (please specify):",n.a.,Multiple times daily,Significantly increased productivity,Yes,"If you're efficient AI can increase your productivity by a lot. However, you need to take into account that around 20%-30% of the time gpt can make mistakes. In the other 80%-70% of the time gpt is going to be much faster than any human at generating boilerplate or repetitive code. In general, I've seen that gpt can read hundreds of pages in just a few seconds and is able to generate short units of code really quickly with very good documentation and solid coding standards. The problem is that it fails to integrate two or three levels of complex analysis and different ideas, probably when gpt can do those things it will not need humans anymore, but for now we probably have 5-10 years before the first AI singularity happens (i.e. agents, terminator, ghost in the shell, Alice, I robot etc.).","['Speed_up_coding', 'High-quality_code', 'More_documentation', 'Saves_time_or_boosts_productivity', 'Write_boilerplate_code']",Use regularly,Use occasionally,Use occasionally,Use regularly,Use occasionally,Use occasionally,Use regularly,"Example inputs and expected outputs,Specific libraries or frameworks to use,Performance or optimization requirements,Implementation alternatives to consider or avoid,Error handling expectations,Target environment or deployment constraints,Description of existing codebase architecture,Desired code style and naming conventions",,,,"The original code with explanatory comments,Unit tests demonstrating expected behavior,Description of current issues and refactoring goals,Architectural constraints and style guidelines,Examples of similar code you consider well-structured,Code that should remain unchanged during refactoring,Performance requirements or benchmarks,Specific refactoring patterns to apply",,,"Code to be tested with specifications,Edge cases and expected behaviors,Testing framework preferences and assertion styles,Test coverage goals and requirements,Examples of test cases (inputs-output mappings),Existing test suite examples,Mocking or dependency handling instructions,Environment setup requirements,Performance or resource constraints for tests",,,"Full error messages and stack traces,Steps to reproduce the issue,Environment details and configurations,Previously attempted solutions,Related logs or console output,Version control history or recent changes,System architecture or component interactions,Screenshots or visual evidence of the issue",,,"Code with functionality explanation,Target audience information and technical level,Examples of desired documentation style,Domain-specific terminology guidelines,Documentation format requirements,Existing documentation that needs updating,Usage examples and scenarios,Project standards and conventions",,,"Code to be reviewed with context,Project coding standards and guidelines,Security or compliance requirements,Performance expectations,Previous review feedback,Description of feature or fix purpose,Related system components or dependencies,Common pitfalls in this domain or codebase",,,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,10+,"Designing software and code architectures (e.g. software design, architectural patterns),Setting up structural code (e.g. boilerplate, function headers, imports),Implementing new code components (e.g. includes creating data structures, writing functions),Optimizing existing code (e.g. performance improvements, reducing complexity),Standardizing and cleaning code (e.g. style improvements, naming conventions, removing duplication),Test creation and implementation (e.g. unit, integration, end-to-end test code),Test strategy and planning (e.g. test case design, edge case identification),Issue diagnosis (e.g. understanding errors, identifying root causes),Bug fixing (e.g. resolving exceptions, fixing logical errors),Code-level documentation (e.g. functions, classes, inline comments),Project-level documentation (e.g. READMEs, architecture docs, API docs),Code quality evaluation (e.g. style, maintainability, complexity),Functional / performance assessment (e.g. efficiency, potential bugs, security vulnerabilities)",,Somewhat reliable,Somewhat reliable,Somewhat reliable,Somewhat reliable,Somewhat reliable,Somewhat reliable,Somewhat reliable,Somewhat reliable,Somewhat reliable,Somewhat reliable,Somewhat unreliable,Somewhat reliable,"For higher complexity gpt is faster but you always need to check for errors, so it's around 80% reliable. The main problem is to identify in what 20% AI is making mistakes.",Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"There is a big problem that happens when you need to analyze many lines of code and get output from those lines. In general your code should be short, but there in many cases you don't have time to do refactoring so you need to work with big units of code which not so easy to manage in many cases. Current free gpt versions have many restrictions relate to the size of the code you can analyze and the amount of code gpt can provide."
